id,created_at,vehicle_model,issue,status,completed_at,month
T002347,2025-07-20,E-Truck Power,Display console malfunction,completed,2025-07-22,2025-07
T002348,2025-07-20,E-Truck Power,Tire replacement needed,completed,2025-07-23,2025-07
T002349,2025-07-21,E-SUV Elite,Motor performance issue,completed,2025-07-22,2025-07
T002350,2025-07-21,E-Truck Power,Motor performance issue,open,,2025-07
T002351,2025-07-22,E-Truck Power,Charging port not working,open,,2025-07
T002352,2025-07-22,E-Truck Power,Brake system check,completed,2025-07-24,2025-07
T002353,2025-07-22,E-SUV Elite,Software update required,in_progress,,2025-07
T002354,2025-07-23,E-Sports GT,Tire replacement needed,in_progress,,2025-07
T002355,2025-07-23,E-SUV Elite,Motor performance issue,completed,2025-07-24,2025-07
T002356,2025-07-23,E-Truck Power,Suspension noise,open,,2025-07
T002357,2025-07-23,E-Sedan Pro,Battery range reduced,open,,2025-07
T002358,2025-07-23,E-SUV Elite,Motor performance issue,in_progress,,2025-07
T002359,2025-07-24,E-SUV Elite,Display console malfunction,completed,2025-07-29,2025-07
T002360,2025-07-24,E-Sports GT,General maintenance,open,,2025-07
T002361,2025-07-24,E-Sports GT,Suspension noise,in_progress,,2025-07
T002362,2025-07-25,E-Sports GT,Battery range reduced,in_progress,,2025-07
T002363,2025-07-25,E-Compact City,Motor performance issue,in_progress,,2025-07
T002364,2025-07-25,E-Compact City,Tire replacement needed,open,,2025-07
T002365,2025-07-25,E-SUV Elite,Tire replacement needed,in_progress,,2025-07
T002366,2025-07-26,E-Sedan Pro,General maintenance,in_progress,,2025-07
T002367,2025-07-27,E-Truck Power,Motor performance issue,in_progress,,2025-07
T002368,2025-07-27,E-Sedan Pro,General maintenance,open,,2025-07
T002369,2025-07-27,E-SUV Elite,General maintenance,completed,2025-08-01,2025-07
T002370,2025-07-27,E-SUV Elite,Climate control fault,open,,2025-07
T002371,2025-07-28,E-Sedan Pro,Battery range reduced,completed,2025-08-03,2025-07
T002372,2025-07-28,E-Truck Power,Software update required,in_progress,,2025-07
T002373,2025-07-29,E-SUV Elite,General maintenance,open,,2025-07
T002374,2025-07-29,E-Sports GT,Motor performance issue,open,,2025-07
T002375,2025-07-29,E-Compact City,Display console malfunction,in_progress,,2025-07
T002376,2025-07-29,E-Truck Power,Display console malfunction,in_progress,,2025-07
T002377,2025-07-29,E-SUV Elite,Display console malfunction,completed,2025-08-03,2025-07
T002378,2025-07-30,E-Sedan Pro,Battery range reduced,completed,2025-08-05,2025-07
T002379,2025-07-30,E-Truck Power,Display console malfunction,open,,2025-07
T002380,2025-07-31,E-Truck Power,Display console malfunction,completed,2025-08-04,2025-07
T002381,2025-07-31,E-SUV Elite,Display console malfunction,open,,2025-07
T002382,2025-07-31,E-Truck Power,Charging port not working,in_progress,,2025-07
T002383,2025-07-31,E-Sedan Pro,Brake system check,completed,2025-08-06,2025-07
T002384,2025-07-31,E-Sports GT,Battery range reduced,completed,2025-08-04,2025-07
T002385,2025-07-31,E-Truck Power,Software update required,completed,2025-08-06,2025-07
T002386,2025-08-01,E-Sports GT,Charging port not working,completed,2025-08-06,2025-08
T002387,2025-08-01,E-Sports GT,Battery range reduced,completed,2025-08-02,2025-08
T002388,2025-08-02,E-Truck Power,Software update required,completed,2025-08-04,2025-08
T002389,2025-08-02,E-SUV Elite,Climate control fault,open,,2025-08
T002390,2025-08-02,E-SUV Elite,Brake system check,open,,2025-08
T002391,2025-08-02,E-Compact City,Tire replacement needed,completed,2025-08-05,2025-08
T002392,2025-08-02,E-SUV Elite,General maintenance,completed,2025-08-04,2025-08
T002393,2025-08-02,E-Sports GT,General maintenance,in_progress,,2025-08
T002394,2025-08-03,E-Sports GT,Tire replacement needed,open,,2025-08
T002395,2025-08-03,E-Sports GT,Climate control fault,completed,2025-08-04,2025-08
T002396,2025-08-03,E-Sports GT,Display console malfunction,completed,2025-08-08,2025-08
T002397,2025-08-04,E-Sports GT,Charging port not working,open,,2025-08
T002398,2025-08-04,E-Compact City,Display console malfunction,completed,2025-08-05,2025-08
T002399,2025-08-04,E-Sedan Pro,Charging port not working,completed,2025-08-10,2025-08
T002400,2025-08-05,E-Sedan Pro,General maintenance,open,,2025-08
T002401,2025-08-05,E-SUV Elite,Brake system check,open,,2025-08
T002402,2025-08-05,E-Sedan Pro,Battery range reduced,open,,2025-08
T002403,2025-08-05,E-SUV Elite,General maintenance,completed,2025-08-11,2025-08
T002404,2025-08-06,E-Sports GT,Motor performance issue,in_progress,,2025-08
T002405,2025-08-06,E-Truck Power,Tire replacement needed,completed,2025-08-08,2025-08
T002406,2025-08-06,E-Sports GT,Brake system check,completed,2025-08-12,2025-08
T002407,2025-08-07,E-Sports GT,Software update required,open,,2025-08
T002408,2025-08-07,E-Truck Power,Suspension noise,open,,2025-08
T002409,2025-08-07,E-Sports GT,Charging port not working,completed,2025-08-09,2025-08
T002410,2025-08-08,E-SUV Elite,Charging port not working,open,,2025-08
T002411,2025-08-08,E-Sports GT,Motor performance issue,in_progress,,2025-08
T002412,2025-08-08,E-Compact City,Climate control fault,completed,2025-08-11,2025-08
T002413,2025-08-08,E-Compact City,Charging port not working,completed,2025-08-14,2025-08
T002414,2025-08-08,E-SUV Elite,Brake system check,completed,2025-08-10,2025-08
T002415,2025-08-08,E-SUV Elite,Software update required,open,,2025-08
T002416,2025-08-09,E-Truck Power,Brake system check,open,,2025-08
T002417,2025-08-09,E-Truck Power,Suspension noise,completed,2025-08-15,2025-08
T002418,2025-08-10,E-Truck Power,Software update required,completed,2025-08-15,2025-08
T002419,2025-08-10,E-Truck Power,Display console malfunction,completed,2025-08-12,2025-08
T002420,2025-08-10,E-SUV Elite,Motor performance issue,completed,2025-08-16,2025-08
T002421,2025-08-11,E-Truck Power,Climate control fault,completed,2025-08-17,2025-08
T002422,2025-08-11,E-Truck Power,Climate control fault,in_progress,,2025-08
T002423,2025-08-12,E-Compact City,Brake system check,completed,2025-08-16,2025-08
T002424,2025-08-12,E-SUV Elite,Software update required,completed,2025-08-17,2025-08
T002425,2025-08-12,E-Sedan Pro,Software update required,in_progress,,2025-08
T002426,2025-08-12,E-Sedan Pro,Motor performance issue,open,,2025-08
T002427,2025-08-13,E-Truck Power,Climate control fault,completed,2025-08-19,2025-08
T002428,2025-08-14,E-SUV Elite,Climate control fault,in_progress,,2025-08
T002429,2025-08-14,E-Sedan Pro,Motor performance issue,open,,2025-08
T002430,2025-08-14,E-Compact City,Charging port not working,completed,2025-08-19,2025-08
T002431,2025-08-15,E-Compact City,General maintenance,in_progress,,2025-08
T002432,2025-08-15,E-Compact City,Charging port not working,completed,2025-08-21,2025-08
T002433,2025-08-15,E-SUV Elite,Charging port not working,in_progress,,2025-08
T002434,2025-08-15,E-SUV Elite,Tire replacement needed,completed,2025-08-19,2025-08
T002435,2025-08-15,E-Sedan Pro,Suspension noise,completed,2025-08-17,2025-08
T002436,2025-08-15,E-Truck Power,Brake system check,in_progress,,2025-08
T002437,2025-08-15,E-Compact City,Tire replacement needed,in_progress,,2025-08
T002438,2025-08-16,E-Compact City,Brake system check,in_progress,,2025-08
T002439,2025-08-16,E-Compact City,General maintenance,in_progress,,2025-08
T002440,2025-08-16,E-SUV Elite,General maintenance,open,,2025-08
T002441,2025-08-16,E-Sports GT,Charging port not working,in_progress,,2025-08
T002442,2025-08-17,E-Sports GT,Software update required,completed,2025-08-22,2025-08
T002443,2025-08-17,E-Sports GT,Brake system check,in_progress,,2025-08
T002444,2025-08-17,E-Compact City,Charging port not working,completed,2025-08-20,2025-08
T002445,2025-08-18,E-Sports GT,Motor performance issue,completed,2025-08-24,2025-08
T002446,2025-08-18,E-SUV Elite,Motor performance issue,completed,2025-08-24,2025-08
T002447,2025-08-18,E-Truck Power,Charging port not working,completed,2025-08-19,2025-08
T002448,2025-08-19,E-SUV Elite,General maintenance,completed,2025-08-20,2025-08
T002449,2025-08-19,E-Compact City,Climate control fault,open,,2025-08
T002450,2025-08-19,E-Sports GT,Display console malfunction,completed,2025-08-24,2025-08
T002451,2025-08-19,E-SUV Elite,Motor performance issue,in_progress,,2025-08
T002452,2025-08-19,E-Sedan Pro,Software update required,in_progress,,2025-08
T002453,2025-08-20,E-Compact City,Brake system check,completed,2025-08-22,2025-08
T002454,2025-08-20,E-SUV Elite,Display console malfunction,completed,2025-08-24,2025-08
T002455,2025-08-20,E-Sedan Pro,Motor performance issue,completed,2025-08-23,2025-08
T002456,2025-08-21,E-SUV Elite,General maintenance,in_progress,,2025-08
T002457,2025-08-21,E-Truck Power,Suspension noise,in_progress,,2025-08
T002458,2025-08-21,E-Compact City,Motor performance issue,completed,2025-08-25,2025-08
T002459,2025-08-21,E-Sedan Pro,Climate control fault,completed,2025-08-25,2025-08
T002460,2025-08-21,E-Compact City,Software update required,in_progress,,2025-08
T002461,2025-08-21,E-SUV Elite,Battery range reduced,open,,2025-08
T002462,2025-08-21,E-Sports GT,Display console malfunction,in_progress,,2025-08
T002463,2025-08-22,E-Compact City,Suspension noise,completed,2025-08-24,2025-08
T002464,2025-08-22,E-Compact City,Display console malfunction,completed,2025-08-28,2025-08
T002465,2025-08-23,E-Compact City,General maintenance,in_progress,,2025-08
T002466,2025-08-23,E-SUV Elite,Battery range reduced,completed,2025-08-28,2025-08
T002467,2025-08-24,E-SUV Elite,General maintenance,in_progress,,2025-08
T002468,2025-08-24,E-SUV Elite,Climate control fault,completed,2025-08-26,2025-08
T002469,2025-08-24,E-Sports GT,Suspension noise,completed,2025-08-30,2025-08
T002470,2025-08-24,E-Sports GT,Tire replacement needed,completed,2025-08-27,2025-08
T002471,2025-08-24,E-Sports GT,Brake system check,open,,2025-08
T002472,2025-08-24,E-Sedan Pro,Tire replacement needed,completed,2025-08-28,2025-08
T002473,2025-08-25,E-Sedan Pro,Brake system check,completed,2025-08-31,2025-08
T002474,2025-08-25,E-SUV Elite,Climate control fault,completed,2025-08-28,2025-08
T002475,2025-08-26,E-Sports GT,Tire replacement needed,in_progress,,2025-08
T002476,2025-08-27,E-Truck Power,Climate control fault,completed,2025-08-28,2025-08
T002477,2025-08-27,E-Compact City,Motor performance issue,open,,2025-08
T002478,2025-08-27,E-SUV Elite,Brake system check,completed,2025-08-28,2025-08
T002479,2025-08-27,E-Truck Power,Brake system check,completed,2025-09-01,2025-08
T002480,2025-08-28,E-Truck Power,Tire replacement needed,completed,2025-08-29,2025-08
T002481,2025-08-28,E-Sports GT,Motor performance issue,completed,2025-09-01,2025-08
T002482,2025-08-29,E-Compact City,Battery range reduced,completed,2025-09-03,2025-08
T002483,2025-08-29,E-Compact City,Brake system check,completed,2025-08-30,2025-08
T002484,2025-08-29,E-Compact City,Climate control fault,completed,2025-08-30,2025-08
T002485,2025-08-30,E-SUV Elite,Charging port not working,in_progress,,2025-08
T002486,2025-08-30,E-Truck Power,Suspension noise,in_progress,,2025-08
T002487,2025-08-30,E-Compact City,Brake system check,completed,2025-09-04,2025-08
T002488,2025-08-30,E-Sports GT,Suspension noise,in_progress,,2025-08
T002489,2025-08-30,E-Compact City,Suspension noise,completed,2025-09-04,2025-08
T002490,2025-08-31,E-SUV Elite,Software update required,in_progress,,2025-08
T002491,2025-09-01,E-Sports GT,Display console malfunction,in_progress,,2025-09
T002492,2025-09-02,E-Sedan Pro,Charging port not working,completed,2025-09-04,2025-09
T002493,2025-09-02,E-Truck Power,Brake system check,open,,2025-09
T002494,2025-09-02,E-SUV Elite,Battery range reduced,in_progress,,2025-09
T002495,2025-09-02,E-Truck Power,Charging port not working,in_progress,,2025-09
T002496,2025-09-03,E-Compact City,General maintenance,open,,2025-09
T002497,2025-09-03,E-SUV Elite,General maintenance,in_progress,,2025-09
T002498,2025-09-04,E-SUV Elite,General maintenance,completed,2025-09-09,2025-09
T002499,2025-09-04,E-Truck Power,Charging port not working,completed,2025-09-07,2025-09
T002500,2025-09-05,E-SUV Elite,Tire replacement needed,in_progress,,2025-09
T002501,2025-09-06,E-Sports GT,Software update required,in_progress,,2025-09
T002502,2025-09-07,E-Sports GT,Tire replacement needed,in_progress,,2025-09
T002503,2025-09-07,E-SUV Elite,Tire replacement needed,completed,2025-09-10,2025-09
T002504,2025-09-08,E-Sports GT,Brake system check,completed,2025-09-10,2025-09
T002505,2025-09-08,E-Truck Power,Battery range reduced,completed,2025-09-14,2025-09
T002506,2025-09-08,E-Sports GT,General maintenance,in_progress,,2025-09
T002507,2025-09-09,E-SUV Elite,General maintenance,in_progress,,2025-09
T002508,2025-09-09,E-SUV Elite,Charging port not working,completed,2025-09-15,2025-09
T002509,2025-09-10,E-Sports GT,Battery range reduced,completed,2025-09-16,2025-09
T002510,2025-09-10,E-SUV Elite,Motor performance issue,completed,2025-09-15,2025-09
T002511,2025-09-10,E-SUV Elite,Suspension noise,completed,2025-09-11,2025-09
T002512,2025-09-10,E-Sports GT,General maintenance,completed,2025-09-13,2025-09
T002513,2025-09-10,E-Truck Power,Motor performance issue,in_progress,,2025-09
T002514,2025-09-10,E-SUV Elite,Climate control fault,in_progress,,2025-09
T002515,2025-09-11,E-Sports GT,Battery range reduced,completed,2025-09-15,2025-09
T002516,2025-09-11,E-Sedan Pro,Tire replacement needed,completed,2025-09-15,2025-09
T002517,2025-09-12,E-Sedan Pro,Charging port not working,completed,2025-09-17,2025-09
T002518,2025-09-12,E-SUV Elite,Suspension noise,open,,2025-09
T002519,2025-09-12,E-Sedan Pro,General maintenance,completed,2025-09-16,2025-09
T002520,2025-09-12,E-Compact City,Software update required,in_progress,,2025-09
T002521,2025-09-13,E-Compact City,Brake system check,in_progress,,2025-09
T002522,2025-09-13,E-Sedan Pro,Climate control fault,completed,2025-09-18,2025-09
T002523,2025-09-14,E-Truck Power,Motor performance issue,in_progress,,2025-09
T002524,2025-09-14,E-Sedan Pro,General maintenance,in_progress,,2025-09
T002525,2025-09-14,E-Compact City,Display console malfunction,completed,2025-09-16,2025-09
T002526,2025-09-15,E-SUV Elite,Motor performance issue,in_progress,,2025-09
T002527,2025-09-15,E-Sports GT,Software update required,in_progress,,2025-09
T002528,2025-09-15,E-Compact City,Suspension noise,open,,2025-09
T002529,2025-09-15,E-SUV Elite,Suspension noise,completed,2025-09-16,2025-09
T002530,2025-09-15,E-SUV Elite,Display console malfunction,completed,2025-09-16,2025-09
T002531,2025-09-16,E-Compact City,Brake system check,completed,2025-09-21,2025-09
T002532,2025-09-16,E-Sports GT,Battery range reduced,open,,2025-09
T002533,2025-09-16,E-Sports GT,Motor performance issue,in_progress,,2025-09
T002534,2025-09-18,E-Sedan Pro,Display console malfunction,completed,2025-09-19,2025-09
T002535,2025-09-18,E-Compact City,Climate control fault,open,,2025-09
T002536,2025-09-19,E-Truck Power,Climate control fault,in_progress,,2025-09
T002537,2025-09-19,E-SUV Elite,Suspension noise,in_progress,,2025-09
T002538,2025-09-19,E-SUV Elite,Display console malfunction,completed,2025-09-21,2025-09
T002539,2025-09-20,E-Sedan Pro,Tire replacement needed,in_progress,,2025-09
T002540,2025-09-20,E-SUV Elite,Brake system check,completed,2025-09-25,2025-09
T002541,2025-09-20,E-Truck Power,Tire replacement needed,completed,2025-09-21,2025-09
T002542,2025-09-20,E-Sports GT,Climate control fault,in_progress,,2025-09
T002543,2025-09-21,E-Compact City,Climate control fault,completed,2025-09-27,2025-09
T002544,2025-09-21,E-Truck Power,Battery range reduced,open,,2025-09
T002545,2025-09-21,E-Sedan Pro,Motor performance issue,completed,2025-09-26,2025-09
T002546,2025-09-21,E-SUV Elite,Motor performance issue,completed,2025-09-24,2025-09
T002547,2025-09-22,E-Truck Power,General maintenance,open,,2025-09
T002548,2025-09-22,E-Truck Power,Suspension noise,in_progress,,2025-09
T002549,2025-09-22,E-Compact City,Display console malfunction,completed,2025-09-23,2025-09
T002550,2025-09-22,E-Truck Power,Climate control fault,in_progress,,2025-09
T002551,2025-09-22,E-SUV Elite,Climate control fault,in_progress,,2025-09
T002552,2025-09-22,E-Sedan Pro,Charging port not working,in_progress,,2025-09
T002553,2025-09-23,E-Sedan Pro,Software update required,completed,2025-09-28,2025-09
T002554,2025-09-23,E-Sports GT,Software update required,open,,2025-09
T002555,2025-09-23,E-SUV Elite,Suspension noise,completed,2025-09-27,2025-09
T002556,2025-09-23,E-Sedan Pro,Brake system check,open,,2025-09
T002557,2025-09-24,E-SUV Elite,Brake system check,completed,2025-09-28,2025-09
T002558,2025-09-24,E-Truck Power,Climate control fault,completed,2025-09-29,2025-09
T002559,2025-09-24,E-Truck Power,Tire replacement needed,open,,2025-09
T002560,2025-09-24,E-Truck Power,Suspension noise,open,,2025-09
T002561,2025-09-25,E-Sports GT,General maintenance,open,,2025-09
T002562,2025-09-25,E-Compact City,Software update required,completed,2025-10-01,2025-09
T002563,2025-09-26,E-Truck Power,Suspension noise,in_progress,,2025-09
T002564,2025-09-26,E-Compact City,Climate control fault,completed,2025-09-27,2025-09
